,Page_Link,Page_Address,Price,Price_Change,Sys_Date
1186,http://www.har.com/1107-omar-st/sale_76308960,"1107 Omar St, Houston, TX 77009",545000,None,06/04/2017
1187,http://www.har.com/1819-gardenia-dr/sale_39891683,"1819 Gardenia Dr, Houston, TX 77018",545000,None,06/04/2017
1188,http://www.har.com/4315-piney-woods-dr/sale_38528849,"4315 Piney Woods Dr, Houston, TX 77018",545000,None,06/04/2017
1189,http://www.har.com/2315-couch-st/sale_7151124,"2315 Couch St, Houston, TX 77008",549000,None,06/04/2017
1190,http://www.har.com/828-tulane-st/sale_91399010,"828 Tulane St, Houston, TX 77007",549000,None,06/04/2017
1191,http://www.har.com/4403-arnell/sale_12700915,"4403 Arnell, Houston, TX 77018",549000,price-reduction,06/04/2017
1192,http://www.har.com/1036-w-21st-st/sale_75263649,"1036 W 21st St, Houston, TX 77008",549000,None,06/04/2017
1193,http://www.har.com/1102-a-w-15th-1_2-st/sale_1699462,"1102 A W 15th 1/2 St, Houston, TX 77008",549000,price-reduction,06/04/2017
1194,http://www.har.com/1532-west-22nd/sale_14759064,"1532 West 22nd, Houston, TX 77008",549000,price-reduction,06/04/2017
1195,http://www.har.com/730-e-27th-st/sale_41859156,"730 E 27th St, Houston, TX 77009",549000,None,06/04/2017
1196,http://www.har.com/303-knox/sale_95118534,"303 Knox, Houston, TX 77007",549000,price-reduction,06/04/2017
1197,http://www.har.com/1925-wakefield-dr/sale_99896249,"1925 Wakefield Dr, Houston, TX 77018",549000,price-reduction,06/04/2017
1198,http://www.har.com/1038-w-21st/sale_3904819,"1038 W 21st, Houston, TX 77008",549000,None,06/04/2017
1199,http://www.har.com/1023-shepherd-oaks/sale_43276554,"1023 Shepherd Oaks, Houston, TX 77018",549883,None,06/04/2017
1200,http://www.har.com/1915-oxford-st/sale_28664484,"1915 Oxford St, Houston, TX 77008",549900,None,06/04/2017
1201,http://www.har.com/1500-w-23rd-st/sale_18508524,"1500 W 23rd St, Houston, TX 77008",549900,None,06/04/2017
1202,http://www.har.com/4324-oreilly-st/sale_25098438,"4324 O'Reilly St, HOUSTON, TX 77007",549900,None,06/04/2017
1203,http://www.har.com/1016a-lawrence/sale_36943349,"1016A Lawrence, Houston, TX 77008",549900,None,06/04/2017
1204,http://www.har.com/2726-beauchamp-st/sale_7763004,"2726 Beauchamp St, Houston, TX 77009",549900,None,06/04/2017
1205,http://www.har.com/926-prince-st/sale_17597980,"926 Prince St, Houston, TX 77008",549900,price-reduction,06/04/2017
1206,http://www.har.com/1906-w-25th-street/sale_11859546,"1906 W 25th Street, Houston, TX 77008",549900,price-reduction,06/04/2017
1207,http://www.har.com/1232-w-24th--d/sale_72151343,"1232 W 24th  D, Houston, TX 77008",549900,price-reduction,06/04/2017
1208,http://www.har.com/1103-shepherd-oaks/sale_41163459,"1103 Shepherd Oaks, Houston, TX 77018",549920,None,06/04/2017
1209,http://www.har.com/1312-alexander-st/sale_69769049,"1312 Alexander St, Houston, TX 77008",549995,None,06/04/2017
1210,http://www.har.com/928-byrne-st/sale_51159242,"928 Byrne St, Houston, TX 77009",550000,None,06/04/2017
1211,http://www.har.com/807-e-29th/sale_2653564,"807 E 29th, HOUSTON, TX 77009",550000,None,06/04/2017
1212,http://www.har.com/2603-w-t-c-jester-blv/sale_80233350,"2603 W T C Jester Blv, Houston, TX 77008",550000,None,06/04/2017
1213,http://www.har.com/928-louise-st/sale_61660871,"928 Louise St, Houston, TX 77009",550000,None,06/04/2017
1214,http://www.har.com/1423-alexander/sale_54998544,"1423 Alexander, Houston, TX 77008",550000,None,06/04/2017
1215,http://www.har.com/405-sue-st/sale_14756017,"405 Sue St, Houston, TX 77009",550000,price-reduction,06/04/2017
1216,http://www.har.com/2611-sherwin/sale_24858164,"2611 Sherwin, Houston, TX 77007",550000,None,06/04/2017
1217,http://www.har.com/411-e-crosstimbers-st/sale_94159080,"411 E Crosstimbers St, Houston, TX 77022",550000,None,06/04/2017
1218,http://www.har.com/2622-morrison-street-1/sale_12284434,"2622 Morrison Street #1, Houston, TX 77009",550361,price-reduction,06/04/2017
1219,http://www.har.com/1012-archer-st/sale_80331144,"1012 Archer St, Houston, TX 77009",554500,None,06/04/2017
1220,http://www.har.com/519-e-28th-st/sale_96642694,"519 E 28th St, Houston, TX 77008",556900,price-reduction,06/04/2017
1221,http://www.har.com/1117-e-23rd-st/sale_55503401,"1117 E 23rd St, Houston, TX 77009",559000,None,06/04/2017
1222,http://www.har.com/2629-fountain-key-blv/sale_67972294,"2629 Fountain Key Blv, Houston, TX 77008",559000,None,06/04/2017
1223,http://www.har.com/713d-nicholson/sale_68652694,"713D Nicholson, Houston, TX 77007",559000,None,06/04/2017
1224,http://www.har.com/713c-nicholson/sale_32206956,"713C Nicholson, Houston, TX 77007",559000,None,06/04/2017
1225,http://www.har.com/1239-w-15-1_2/sale_52550044,"1239 W 15 1/2, Houston, TX 77008",560000,None,06/04/2017
1226,http://www.har.com/145-e-2nd-st/sale_17719360,"145 E 2nd St, Houston, TX 77007",560000,price-reduction,06/04/2017
1227,http://www.har.com/706-usener-st/sale_24958549,"706 Usener St, Houston, TX 77009",560000,price-reduction,06/04/2017
1228,http://www.har.com/1415-copeland-st/sale_66998124,"1415 Copeland St, Houston, TX 77020",139900,None,06/05/2017
1229,http://www.har.com/5711-brady-st/sale_65536054,"5711 Brady St, Houston, TX 77011",169000,price-reduction,06/05/2017
1230,http://www.har.com/1806-nina-lee-ln/sale_57503664,"1806 Nina Lee Ln, Houston, TX 77018",250000,None,06/05/2017
1231,http://www.har.com/1250-w-18th-st/sale_96465447,"1250 W 18th St, Houston, TX 77008",289900,None,06/05/2017
1232,http://www.har.com/3848-center-st/sale_4321044,"3848 Center St, Houston, TX 77007",310000,None,06/05/2017
1233,http://www.har.com/1818-locksford-st/sale_68747429,"1818 Locksford St, Houston, TX 77008",325000,None,06/05/2017
1234,http://www.har.com/1710-stacy-falls/sale_42600463,"1710 Stacy Falls, Houston, TX 77008",349000,None,06/05/2017
1235,http://www.har.com/1209-hobbs-reach-lane/sale_6434844,"1209 Hobbs Reach Lane, Houston, TX 77008",378900,None,06/05/2017
1236,http://www.har.com/6314-hamman-st/sale_7362073,"6314 Hamman St, Houston, TX 77007",384900,price-reduction,06/05/2017
1237,http://www.har.com/1207-detering-st/sale_15489432,"1207 Detering St, Houston, TX 77007",415000,None,06/05/2017
1238,http://www.har.com/1530-bevis-st/sale_41073242,"1530 Bevis St, Houston, TX 77008",417500,None,06/05/2017
1239,http://www.har.com/5521-petty/sale_48137476,"5521 Petty, Houston, TX 77007",418500,None,06/05/2017
1240,http://www.har.com/4242-feagan/sale_62874268,"4242 Feagan, Houston, TX 77007",424000,None,06/05/2017
1241,http://www.har.com/1834-mill-creek-dr/sale_89746567,"1834 Mill Creek Dr, Houston, TX 77008",445000,None,06/05/2017
1242,http://www.har.com/1141-a-w-23rd-st/sale_34702394,"1141-A W 23rd St, Houston, TX 77008",449900,None,06/05/2017
1243,http://www.har.com/3011-houston-ave-a/sale_72573449,"3011 Houston Ave (A), Houston, TX 77009",459786,None,06/05/2017
1244,http://www.har.com/1522-colorado-st/sale_90806404,"1522 Colorado St, Houston, TX 77007",469900,None,06/05/2017
1245,http://www.har.com/302-payne-st/sale_60203985,"302 Payne St, Houston, TX 77009",499000,None,06/05/2017
1246,http://www.har.com/221-b-w-25th-st/sale_33399480,"221 B W 25th St, Houston, TX 77008",509900,None,06/05/2017
1247,http://www.har.com/9305-highlawn-st/sale_14060867,"9305 Highlawn St, Houston, TX 77022",145000,off_market,06/05/2017
1248,http://www.har.com/110-n-burr-st/sale_10297508,"110 N Burr St, Houston, TX 77011",180000,off_market,06/05/2017
1249,http://www.har.com/5214-robertson-st/sale_43417442,"5214 Robertson St, Houston, TX 77009",235000,off_market,06/05/2017
1250,http://www.har.com/1043-w-30th-st/sale_34315468,"1043 W 30th St, Houston, TX 77018",239000,off_market,06/05/2017
1251,http://www.har.com/401-walton-st/sale_7723853,"401 Walton St, Houston, TX 77009",299900,off_market,06/05/2017
1252,http://www.har.com/1136-adele-st/sale_18057203,"1136 Adele St, Houston, TX 77009",309000,off_market,06/05/2017
1253,http://www.har.com/407-e-n-nagle-st/sale_34774941,"407 E N Nagle St, Houston, TX 77003",320000,off_market,06/05/2017
1254,http://www.har.com/1710-stacy-fls/sale_42600463,"1710 Stacy Fls, Houston, TX 77008",349000,off_market,06/05/2017
1255,http://www.har.com/1717-althea-dr/sale_58311223,"1717 Althea Dr, Houston, TX 77018",349900,off_market,06/05/2017
1256,http://www.har.com/2112-reinerman-st--b/sale_22261417,"2112 Reinerman St  B, Houston, TX 77007",372000,off_market,06/05/2017
1257,http://www.har.com/1508-lawrence-st/sale_64356487,"1508 Lawrence St, Houston, TX 77008",389000,off_market,06/05/2017
1258,http://www.har.com/1519-prince-st/sale_1956741,"1519 Prince St, Houston, TX 77008",399000,off_market,06/05/2017
1259,http://www.har.com/1305-dorothy-st/sale_2834498,"1305 Dorothy St, Houston, TX 77008",399000,off_market,06/05/2017
1260,http://www.har.com/654-nagle-st/sale_72933688,"654 Nagle St, Houston, TX 77003",400000,off_market,06/05/2017
1261,http://www.har.com/811-alexander-st/sale_79158533,"811 Alexander St, Houston, TX 77007",419900,off_market,06/05/2017
1262,http://www.har.com/5311a-lillian-st/sale_56568726,"5311A Lillian St, Houston, TX 77007",424000,off_market,06/05/2017
1263,http://www.har.com/527-a-pecore-st/sale_96940483,"527 A Pecore St, Houston, TX 77009",429000,off_market,06/05/2017
1264,http://www.har.com/1512-summer-st--c/sale_25452464,"1512 Summer St  C, Houston, TX 77007",435000,off_market,06/05/2017
1265,http://www.har.com/714-ridge-st/sale_19758148,"714 Ridge St, HOUSTON, TX 77009",435000,off_market,06/05/2017
1266,http://www.har.com/4412-blossom-st/sale_37549017,"4412 Blossom St, Houston, TX 77007",439900,off_market,06/05/2017
1267,http://www.har.com/1811-johnson/sale_17727325,"1811 Johnson, Houston, TX 77007",439900,off_market,06/05/2017
1268,http://www.har.com/721-hartman-street/sale_55160604,"721 Hartman Street, Houston, TX 77007",442990,off_market,06/05/2017
1269,http://www.har.com/1135-w-21st-st/sale_60957208,"1135 W 21st St, Houston, TX 77008",449900,off_market,06/05/2017
1270,http://www.har.com/1141-a-w-23rd/sale_34702394,"1141-A W 23rd, Houston, TX 77008",449900,off_market,06/05/2017
1271,http://www.har.com/1208-crockett-st--a/sale_33426338,"1208 Crockett St  A, Houston, TX 77007",489000,off_market,06/05/2017
1272,http://www.har.com/512-asbury-st/sale_43649611,"512 Asbury St, HOUSTON, TX 77007",525000,off_market,06/05/2017
1273,http://www.har.com/730-e-27th-st/sale_41859156,"730 E 27th St, Houston, TX 77009",549000,off_market,06/05/2017
1274,http://www.har.com/1915-oxford-st/sale_28664484,"1915 Oxford St, Houston, TX 77008",549900,off_market,06/05/2017
1275,http://www.har.com/7303-texarkana/sale_29103083,"7303 Texarkana, HOUSTON, TX 77020",129900,price-reduction,06/05/2017
1276,http://www.har.com/762-worthshire-st/sale_34867213,"762 Worthshire St, Houston, TX 77008",164900,price-reduction,06/05/2017
1277,http://www.har.com/899-knox/sale_92734411,"899 Knox, Houston, TX 77007",299995,price-reduction,06/05/2017
1278,http://www.har.com/5004-terry-st/sale_42994649,"5004 Terry St, Houston, TX 77009",330000,price-reduction,06/05/2017
1279,http://www.har.com/878-fisher-st/sale_66387541,"878 Fisher St, Houston, TX 77018",335000,price-reduction,06/05/2017
1280,http://www.har.com/3214-polk-street/sale_18594554,"3214 Polk Street, Houston, TX 77003",359000,price-reduction,06/05/2017
1281,http://www.har.com/3216-polk-street/sale_5216949,"3216 Polk Street, Houston, TX 77003",359000,price-reduction,06/05/2017
1282,http://www.har.com/4209-marina-st--b/sale_43432348,"4209 Marina St # B, Houston, TX 77007",360000,price-reduction,06/05/2017
1283,http://www.har.com/1225-a-w-19th/sale_47357590,"1225 A W 19th, Houston, TX 77008",379990,price-reduction,06/05/2017
1284,http://www.har.com/113-e-25th-st/sale_97354188,"113 E 25th St, Houston, TX 77008",389000,price-reduction,06/05/2017
1285,http://www.har.com/1223-c-w-19th/sale_88249545,"1223 C W 19th, Houston, TX 77008",389990,price-reduction,06/05/2017
1286,http://www.har.com/1108-w-7th-st/sale_12484417,"1108 W 7th St, Houston, TX 77007",399000,price-reduction,06/05/2017
1287,http://www.har.com/847-w-43rd-st/sale_8981084,"847 W 43rd St, Houston, TX 77018",399000,price-reduction,06/05/2017
1288,http://www.har.com/1030-w-43rd-st/sale_34441628,"1030 W 43rd St, Houston, TX 77018",430000,price-reduction,06/05/2017
1289,http://www.har.com/1135-yale-st/sale_18979014,"1135 Yale St, Houston, TX 77008",433000,price-reduction,06/05/2017
1290,http://www.har.com/1309-b-asbury-st/sale_97181019,"1309 B Asbury St, Houston, TX 77007",435000,price-reduction,06/05/2017
1291,http://www.har.com/608-cordell-st/sale_66450535,"608 Cordell St, Houston, TX 77009",465000,price-reduction,06/05/2017
1292,http://www.har.com/4630-ella-blvd/sale_57683992,"4630 Ella blvd, Houston, TX 77018",476999,price-reduction,06/05/2017
1293,http://www.har.com/805-archer/sale_59448643,"805 Archer, Houston, TX 77009",485000,price-increase,06/05/2017
1294,http://www.har.com/405-sue-st/sale_14756017,"405 Sue St, Houston, TX 77009",530000,price-reduction,06/05/2017
1295,http://www.har.com/1012-archer-st/sale_80331144,"1012 Archer St, Houston, TX 77009",549750,price-reduction,06/05/2017
1296,http://www.har.com/7335-gonzales/sale_21348474,"7335 Gonzales, HOUSTON, TX 77020",129000,None,06/06/2017
1297,http://www.har.com/7331-gonzales/sale_23503435,"7331 Gonzales, HOUSTON, TX 77020",139000,None,06/06/2017
1298,http://www.har.com/7909-farnsworth-st/sale_33688666,"7909 Farnsworth St, Houston, TX 77022",155000,None,06/06/2017
1299,http://www.har.com/1022-harbor-st/sale_52110038,"1022 Harbor St, HOUSTON, TX 77020",169000,None,06/06/2017
1300,http://www.har.com/3616-market/sale_2580878,"3616 Market, Houston, TX 77020",249900,None,06/06/2017
1301,http://www.har.com/1111-bunton/sale_29699443,"1111 Bunton, Houston, TX 77009",249900,None,06/06/2017
1302,http://www.har.com/814-w-heights-hollow-ln/sale_35457883,"814 W Heights Hollow Ln, Houston, TX 77007",285000,None,06/06/2017
1303,http://www.har.com/712-eleanor-st/sale_88828910,"712 Eleanor St, Houston, TX 77009",297000,None,06/06/2017
1304,http://www.har.com/1134-bonner-st/sale_16300804,"1134 Bonner St, Houston, TX 77007",305000,None,06/06/2017
1305,http://www.har.com/4206-hain-st/sale_25850405,"4206 Hain St, Houston, TX 77009",320000,None,06/06/2017
1306,http://www.har.com/2211-bastrop-st/sale_98359517,"2211 Bastrop St, Houston, TX 77003",320000,None,06/06/2017
1307,http://www.har.com/2904-leeland-st/sale_59926784,"2904 Leeland St, Houston, TX 77003",330000,None,06/06/2017
1308,http://www.har.com/4033-buck-st/sale_88273752,"4033 Buck St, Houston, TX 77020",349000,None,06/06/2017
1309,http://www.har.com/3309-baer-st/sale_2304242,"3309 Baer St, Houston, TX 77020",349900,None,06/06/2017
1310,http://www.har.com/2106-oatfield-dr/sale_33006919,"2106 Oatfield Dr, Houston, TX 77018",350000,None,06/06/2017
1311,http://www.har.com/518-w-28th/sale_32344274,"518 W 28th, HOUSTON, TX 77008",359900,None,06/06/2017
1312,http://www.har.com/3002-w-dallas-st/sale_55337841,"3002 W Dallas St, Houston, TX 77003",369000,None,06/06/2017
1313,http://www.har.com/2115-woodcrest-dr/sale_34578649,"2115 Woodcrest Dr, Houston, TX 77018",379999,None,06/06/2017
1314,http://www.har.com/1306-w-31st-st/sale_52769492,"1306 W 31st St, Houston, TX 77018",384900,None,06/06/2017
1315,http://www.har.com/3808-commerce/sale_46043448,"3808 Commerce, Houston, TX 77003",385000,None,06/06/2017
1316,http://www.har.com/824-w-14th-st/sale_90727146,"824 W 14th St, Houston, TX 77008",390000,None,06/06/2017
1317,http://www.har.com/4410-feagan-st--f/sale_48043406,"4410 Feagan St  F, Houston, TX 77007",395000,None,06/06/2017
1318,http://www.har.com/6122-tyne-st/sale_88618495,"6122 Tyne St, HOUSTON, TX 77007",395000,None,06/06/2017
1319,http://www.har.com/1205-n-durham-dr/sale_5806864,"1205 N Durham Dr, Houston, TX 77008",399000,None,06/06/2017
1320,http://www.har.com/6007-kansas-c/sale_891544,"6007 Kansas C, Houston, TX 77007",399900,None,06/06/2017
1321,http://www.har.com/3507-vista-terrace/sale_34534649,"3507 Vista Terrace, Houston, TX 77018",424393,None,06/06/2017
1322,http://www.har.com/2503-droxford-dr/sale_2902157,"2503 Droxford Dr, Houston, TX 77008",440000,None,06/06/2017
1323,http://www.har.com/1230-b-w-25th/sale_22743124,"1230 B W 25th, Houston, TX 77008",454900,None,06/06/2017
1324,http://www.har.com/5430-kiam-st/sale_455441,"5430 Kiam St, Houston, TX 77007",459999,None,06/06/2017
1325,http://www.har.com/923-chantilly-ln/sale_42098142,"923 Chantilly Ln, Houston, TX 77018",499900,None,06/06/2017
1326,http://www.har.com/417-w-8th-street/sale_31474104,"417 W 8th Street, HOUSTON, TX 77007",525000,None,06/06/2017
1327,http://www.har.com/204-e-26th-st/sale_65568974,"204 E 26th St, Houston, TX 77008",529000,price-reduction,06/06/2017
1328,http://www.har.com/1127-walling-st/sale_25071984,"1127 Walling St, Houston, TX 77009",534970,None,06/06/2017
1329,http://www.har.com/107-e-25th-st/sale_42149608,"107 E 25th St, Houston, TX 77008",539000,None,06/06/2017
1330,http://www.har.com/1143-lawrence-st/sale_5790982,"1143 Lawrence St, Houston, TX 77008",549900,price-reduction,06/06/2017
1331,http://www.har.com/6705-avenue-c-st-3/sale_46056415,"6705 Avenue C St #3, Houston, TX 77011",120000,off_market,06/06/2017
1332,http://www.har.com/4711-sharon-st/sale_40575824,"4711 Sharon St, Houston, TX 77020",120000,off_market,06/06/2017
1333,http://www.har.com/9305-highlawn-st/sale_14060867,"9305 Highlawn St, Houston, TX 77022",145000,off_market,06/06/2017
1334,http://www.har.com/742-e-40th-1_2-st/sale_52532396,"742 E 40th 1/2 St, Houston, TX 77022",149990,off_market,06/06/2017
1335,http://www.har.com/428-neyland-st/sale_81351313,"428 Neyland St, Houston, TX 77022",149990,off_market,06/06/2017
1336,http://www.har.com/1527-rutland-st-5/sale_12157640,"1527 Rutland St #5, Houston, TX 77008",175000,off_market,06/06/2017
1337,http://www.har.com/155-deerfield-st/sale_53895760,"155 Deerfield St, Houston, TX 77022",179000,off_market,06/06/2017
1338,http://www.har.com/110-n-burr-st/sale_10297508,"110 N Burr St, Houston, TX 77011",180000,off_market,06/06/2017
1339,http://www.har.com/218-eastwood-st/sale_6095924,"218 Eastwood St, Houston, TX 77011",199900,off_market,06/06/2017
1340,http://www.har.com/630-w-22nd-st-a/sale_88112419,"630 W 22nd St #A, Houston, TX 77008",229000,off_market,06/06/2017
1341,http://www.har.com/5214-robertson-st/sale_43417442,"5214 Robertson St, Houston, TX 77009",235000,off_market,06/06/2017
1342,http://www.har.com/1043-w-30th-st/sale_34315468,"1043 W 30th St, Houston, TX 77018",239000,off_market,06/06/2017
1343,http://www.har.com/1117-bunton/sale_94734642,"1117 Bunton, Houston, TX 77009",249900,off_market,06/06/2017
1344,http://www.har.com/4506-averill-st/sale_58201562,"4506 Averill St, Houston, TX 77009",275000,off_market,06/06/2017
1345,http://www.har.com/3702-kennon-st/sale_84735504,"3702 Kennon St, Houston, TX 77009",279000,off_market,06/06/2017
1346,http://www.har.com/401-walton-st/sale_7723853,"401 Walton St, Houston, TX 77009",299900,off_market,06/06/2017
1347,http://www.har.com/205-riley-ln/sale_37941148,"205 Riley Ln, HOUSTON, TX 77003",305000,off_market,06/06/2017
1348,http://www.har.com/1136-adele-st/sale_18057203,"1136 Adele St, Houston, TX 77009",309000,off_market,06/06/2017
1349,http://www.har.com/505-jackson-hill-st-308/sale_98854449,"505 Jackson Hill St #308, Houston, TX 77007",315900,off_market,06/06/2017
1350,http://www.har.com/207-e-32nd-st/sale_11458696,"207 E 32nd St, Houston, TX 77018",319000,off_market,06/06/2017
1351,http://www.har.com/205-e-32nd-st/sale_44308114,"205 E 32nd St, Houston, TX 77018",319000,off_market,06/06/2017
1352,http://www.har.com/203-e-32nd-st/sale_77542274,"203 E 32nd St, Houston, TX 77018",319000,off_market,06/06/2017
1353,http://www.har.com/407-e-n-nagle-st/sale_34774941,"407 E N Nagle St, Houston, TX 77003",320000,off_market,06/06/2017
1354,http://www.har.com/4202-hain-st/sale_46538480,"4202 Hain St, Houston, TX 77009",320000,off_market,06/06/2017
1355,http://www.har.com/3329-new-garden-view-ln/sale_3714342,"3329 New Garden View Ln, Houston, TX 77018",325000,off_market,06/06/2017
1356,http://www.har.com/1710-stacy-fls/sale_42600463,"1710 Stacy Fls, Houston, TX 77008",349000,off_market,06/06/2017
1357,http://www.har.com/1717-althea-dr/sale_58311223,"1717 Althea Dr, Houston, TX 77018",349900,off_market,06/06/2017
1358,http://www.har.com/4033-buck-st/sale_6877360,"4033 Buck St, Houston, TX 77020",359900,off_market,06/06/2017
1359,http://www.har.com/2112-reinerman-st--b/sale_22261417,"2112 Reinerman St  B, Houston, TX 77007",372000,off_market,06/06/2017
1360,http://www.har.com/2115-woodcrest-dr/sale_17527119,"2115 Woodcrest Dr, Houston, TX 77018",379000,off_market,06/06/2017
1361,http://www.har.com/3307-baer-st/sale_48548454,"3307 Baer St, Houston, TX 77020",379900,off_market,06/06/2017
1362,http://www.har.com/3808-commerce/sale_88939103,"3808 Commerce, Houston, TX 77003",385000,off_market,06/06/2017
1363,http://www.har.com/1508-lawrence-st/sale_64356487,"1508 Lawrence St, Houston, TX 77008",389000,off_market,06/06/2017
1364,http://www.har.com/4410-feagan-st--f/sale_35121960,"4410 Feagan St  F, Houston, TX 77007",397000,off_market,06/06/2017
1365,http://www.har.com/1519-prince-st/sale_1956741,"1519 Prince St, Houston, TX 77008",399000,off_market,06/06/2017
1366,http://www.har.com/1305-dorothy-st/sale_2834498,"1305 Dorothy St, Houston, TX 77008",399000,off_market,06/06/2017
1367,http://www.har.com/5813-c-petty-st/sale_4600340,"5813 C Petty St, Houston, TX 77007",399900,off_market,06/06/2017
1368,http://www.har.com/6528-calder-st/sale_15416947,"6528 Calder St, Houston, TX 77007",399900,off_market,06/06/2017
1369,http://www.har.com/1102-reinerman-st/sale_40962730,"1102 Reinerman St, Houston, TX 77007",399990,off_market,06/06/2017
1370,http://www.har.com/1126-w-18th-st/sale_26902405,"1126 W 18th St, Houston, TX 77008",400000,off_market,06/06/2017
1371,http://www.har.com/654-nagle-st/sale_72933688,"654 Nagle St, Houston, TX 77003",400000,off_market,06/06/2017
1372,http://www.har.com/810-e-28th-st/sale_97961467,"810 E 28th St, Houston, TX 77009",409000,off_market,06/06/2017
1373,http://www.har.com/6007-kansas-c/sale_99842329,"6007 Kansas C, Houston, TX 77007",409900,off_market,06/06/2017
1374,http://www.har.com/1333-w-22nd-st-g/sale_82681546,"1333 W 22nd St G, Houston, TX 77008",410000,off_market,06/06/2017
1375,http://www.har.com/1333-w-22nd-st-a/sale_71630468,"1333 W 22nd St A, Houston, TX 77008",410000,off_market,06/06/2017
1376,http://www.har.com/1333-w-22nd-st-f/sale_31434874,"1333 W 22nd St F, Houston, TX 77008",410000,off_market,06/06/2017
1377,http://www.har.com/5325b-petty/sale_9964740,"5325B Petty, Houston, TX 77007",412000,off_market,06/06/2017
1378,http://www.har.com/2706-cortlandt-st/sale_92767471,"2706 Cortlandt St, Houston, TX 77008",415000,off_market,06/06/2017
1379,http://www.har.com/811-alexander-st/sale_79158533,"811 Alexander St, Houston, TX 77007",419900,off_market,06/06/2017
1380,http://www.har.com/5236-kiam-st/sale_54697800,"5236 Kiam St, Houston, TX 77007",420000,off_market,06/06/2017
1381,http://www.har.com/5311a-lillian-st/sale_56568726,"5311A Lillian St, Houston, TX 77007",424000,off_market,06/06/2017
1382,http://www.har.com/527-a-pecore-st/sale_96940483,"527 A Pecore St, Houston, TX 77009",429000,off_market,06/06/2017
1383,http://www.har.com/1512-summer-st--c/sale_25452464,"1512 Summer St  C, Houston, TX 77007",435000,off_market,06/06/2017
1384,http://www.har.com/714-ridge-st/sale_19758148,"714 Ridge St, HOUSTON, TX 77009",435000,off_market,06/06/2017
1385,http://www.har.com/4412-blossom-st/sale_37549017,"4412 Blossom St, Houston, TX 77007",439900,off_market,06/06/2017
1386,http://www.har.com/1811-johnson/sale_17727325,"1811 Johnson, Houston, TX 77007",439900,off_market,06/06/2017
1387,http://www.har.com/721-hartman-street/sale_55160604,"721 Hartman Street, Houston, TX 77007",442990,off_market,06/06/2017
1388,http://www.har.com/1135-w-21st-st/sale_60957208,"1135 W 21st St, Houston, TX 77008",449900,off_market,06/06/2017
1389,http://www.har.com/1141-a-w-23rd/sale_34702394,"1141-A W 23rd, Houston, TX 77008",449900,off_market,06/06/2017
1390,http://www.har.com/5722-venice-st/sale_48701816,"5722 Venice St, Houston, TX 77007",475000,off_market,06/06/2017
1391,http://www.har.com/3220-mckinney-st/sale_59051526,"3220 Mckinney St, Houston, TX 77003",483000,off_market,06/06/2017
1392,http://www.har.com/1208-crockett-st--a/sale_33426338,"1208 Crockett St  A, Houston, TX 77007",489000,off_market,06/06/2017
1393,http://www.har.com/923-chantilly-ln/sale_10632446,"923 Chantilly Ln, Houston, TX 77018",499900,off_market,06/06/2017
1394,http://www.har.com/512-asbury-st/sale_43649611,"512 Asbury St, HOUSTON, TX 77007",525000,off_market,06/06/2017
1395,http://www.har.com/1127-walling/sale_71854749,"1127 Walling, Houston, TX 77009",534970,off_market,06/06/2017
1396,http://www.har.com/4403-arnell/sale_12700915,"4403 Arnell, Houston, TX 77018",549000,off_market,06/06/2017
1397,http://www.har.com/730-e-27th-st/sale_41859156,"730 E 27th St, Houston, TX 77009",549000,off_market,06/06/2017
1398,http://www.har.com/1915-oxford-st/sale_28664484,"1915 Oxford St, Houston, TX 77008",549900,off_market,06/06/2017
1399,http://www.har.com/7303-texarkana/sale_29103083,"7303 Texarkana, HOUSTON, TX 77020",129900,price-reduction,06/06/2017
1400,http://www.har.com/762-worthshire-st/sale_34867213,"762 Worthshire St, Houston, TX 77008",164900,price-reduction,06/06/2017
1401,http://www.har.com/5405-n-capitol/sale_34050264,"5405 N Capitol, Houston, TX 77011",199000,price-reduction,06/06/2017
1402,http://www.har.com/1266-w-18th-st/sale_75781764,"1266 W 18th St, Houston, TX 77008",295000,price-reduction,06/06/2017
1403,http://www.har.com/899-knox/sale_92734411,"899 Knox, Houston, TX 77007",299995,price-reduction,06/06/2017
1404,http://www.har.com/1507-wilde-rock-way/sale_8679294,"1507 Wilde Rock Way, Houston, TX 77018",309900,price-reduction,06/06/2017
1405,http://www.har.com/1109-w-15th-1_2-st/sale_70256712,"1109 W 15th 1/2 St, Houston, TX 77008",329900,price-reduction,06/06/2017
1406,http://www.har.com/5004-terry-st/sale_42994649,"5004 Terry St, Houston, TX 77009",330000,price-reduction,06/06/2017
1407,http://www.har.com/878-fisher-st/sale_66387541,"878 Fisher St, Houston, TX 77018",335000,price-reduction,06/06/2017
1408,http://www.har.com/3214-polk-street/sale_18594554,"3214 Polk Street, Houston, TX 77003",359000,price-reduction,06/06/2017
1409,http://www.har.com/3216-polk-street/sale_5216949,"3216 Polk Street, Houston, TX 77003",359000,price-reduction,06/06/2017
1410,http://www.har.com/4209-marina-st--b/sale_43432348,"4209 Marina St # B, Houston, TX 77007",360000,price-reduction,06/06/2017
1411,http://www.har.com/2707-sherwin-st/sale_48336134,"2707 Sherwin St, Houston, TX 77007",367000,price-reduction,06/06/2017
