,Page_Link,Page_Address,Price,Price_Change,Sys_Date
3010,3014-heritage-creek-terrace/sale_65295380,"3014 Heritage Creek Terrace, Houston, TX 77008",399900,off_market,7/7/17
3011,1604-sabine-st/sale_75221194,"1604 Sabine St, Houston, TX 77007",425000,off_market,7/7/17
3012,1130-robbie/sale_60051285,"1130 Robbie, Houston, TX 77009",448500,off_market,7/7/17
3013,743-worthshire-st-2/sale_377763,"743 Worthshire St #2, Houston, TX 77008",149500,off_market,7/7/17
3014,1510-cohn/sale_88594587,"1510 Cohn, Houston, TX 77007",529950,off_market,7/7/17
3015,3014-heritage-creek-terrace/sale_65295380,"3014 Heritage Creek Terrace, Houston, TX 77008",390000,off_market,7/7/17
3016,5711-sherman-st/sale_66301924,"5711 Sherman St, Houston, TX 77011",279000,off_market,7/7/17
3017,1129-w-22nd-st/sale_55042398,"1129 W 22nd St, Houston, TX 77008",435000,off_market,7/7/17
3018,2612-bevis-st/sale_25210270,"2612 Bevis St, Houston, TX 77008",325000,off_market,7/7/17
3019,5214b-rose-st/sale_49724401,"5214B Rose St, Houston, TX 77007",499900,off_market,7/7/17
3020,5508-lacy-st/sale_41616550,"5508 Lacy St, Houston, TX 77007",289000,off_market,7/7/17
3021,5615-darling-st/sale_63235642,"5615 Darling St, Houston, TX 77007",399900,off_market,7/7/17
3022,2809-elysian-st/sale_61200359,"2809 Elysian St, Houston, TX 77009",259900,off_market,7/7/17
3023,1111-louise-st/sale_93193764,"1111 Louise St, Houston, TX 77009",345000,price-reduction,7/7/17
3024,1241-nelson-falls-ln/sale_83538674,"1241 Nelson Falls Ln, Houston, TX 77008",365000,price-reduction,7/7/17
3025,1543-dorothy-st/sale_95796056,"1543 Dorothy St, Houston, TX 77008",435000,price-reduction,7/7/17
3026,1630-woodcrest-dr/sale_98144440,"1630 Woodcrest Dr, Houston, TX 77018",379000,price-reduction,7/7/17
3027,1705-candlelight-ln/sale_24522377,"1705 Candlelight Ln, Houston, TX 77018",372000,price-reduction,7/7/17
3028,1748-nina-lee-ln/sale_61107060,"1748 Nina Lee Ln, Houston, TX 77018",369900,price-reduction,7/7/17
3029,2222-wakefield-dr/sale_9050344,"2222 Wakefield Dr, Houston, TX 77018",365000,price-reduction,7/7/17
3030,2624-detering-st/sale_59003474,"2624 Detering St, Houston, TX 77007",314000,price-reduction,7/7/17
3031,3222-mckinney-st/sale_52508179,"3222 Mckinney St, Houston, TX 77003",374900,price-reduction,7/7/17
3032,4511-sharon-st/sale_58335764,"4511 Sharon St, Houston, TX 77020",259000,price-reduction,7/7/17
3033,4640-cornish-st/sale_49986654,"4640 Cornish St, Houston, TX 77007",370000,price-reduction,7/7/17
3034,5021-inker-st/sale_98817041,"5021 Inker St, Houston, TX 77007",415000,price-reduction,7/7/17
3035,5118-gibson/sale_65581687,"5118 Gibson, Houston, TX 77007",359825,price-reduction,7/7/17
3036,522-e-40th-1_2-st/sale_57726464,"522 E 40th 1/2 St, Houston, TX 77022",259000,price-reduction,7/7/17
3037,5430-kiam-st/sale_455441,"5430 Kiam St, Houston, TX 77007",439999,price-reduction,7/7/17
3038,5443-kansas/sale_72676138,"5443 Kansas, Houston, TX 77007",359900,price-reduction,7/7/17
3039,5650-darling-st/sale_14326893,"5650 Darling St, Houston, TX 77007",429900,price-reduction,7/7/17
3040,5743-f-kiam/sale_98152944,"5743-F Kiam, HOUSTON, TX 77007",474900,price-reduction,7/7/17
3041,650-westcross-st-2/sale_35602534,"650 Westcross St #2, Houston, TX 77018",292500,price-reduction,7/7/17
3042,650-westcross-st-76/sale_15482044,"650 Westcross St #76, Houston, TX 77018",289900,price-reduction,7/7/17
3043,4207-hershe-st/sale_30517049,"4207 Hershe St, Houston, TX 77020",145900,None,7/8/17
3044,8111-roswell-st/sale_37292542,"8111 Roswell St, Houston, TX 77022",150000,None,7/8/17
3045,7-latham-st/sale_4949746,"7 Latham St, Houston, TX 77011",259000,None,7/8/17
3046,203-43rd/sale_24365974,"203 43rd, houston, TX 77018",309999,None,7/8/17
3047,1107-w-21st-st-unit-b/sale_49274964,"1107 W 21st St Unit B, Houston, TX 77008",330000,None,7/8/17
3048,836-herkimer-st/sale_41516469,"836 Herkimer St, Houston, TX 77007",369000,None,7/8/17
3049,1225-a-w-19th/sale_72874844,"1225 A W 19th, HOUSTON, TX 77008",369990,None,7/8/17
3050,1217-hobbs-reach-lane/sale_59194109,"1217 Hobbs Reach Lane, Houston, TX 77008",378900,None,7/8/17
3051,1225-b-w-19th/sale_58319524,"1225 B W 19th, HOUSTON, TX 77008",379990,None,7/8/17
3052,1223-b-w-19th/sale_63190048,"1223 B W 19th, HOUSTON, TX 77008",389990,None,7/8/17
3053,2940-rusk/sale_47775107,"2940 Rusk, Houston, TX 77003",400000,None,7/8/17
3054,2002-libbey-dr/sale_85915344,"2002 Libbey Dr, Houston, TX 77018",410000,None,7/8/17
3055,2227-haverhill-dr/sale_3870242,"2227 Haverhill Dr, Houston, TX 77008",415000,None,7/8/17
3056,1221-summer-st/sale_79023240,"1221 Summer St, Houston, TX 77007",419000,None,7/8/17
3057,5341-w-nolda-st-unit-e/sale_96488271,"5341 W Nolda St unit E, Houston, TX 77007",429900,None,7/8/17
3058,1057-w-17th-st/sale_274324,"1057 W 17th St, Houston, TX 77008",449900,None,7/8/17
3059,5211-b-larkin-st/sale_42907374,"5211 B Larkin St, Houston, TX 77007",450000,None,7/8/17
3060,1808-w-25th/sale_42918644,"1808 W 25th, Houston, TX 77008",529900,None,7/8/17
3061,1310-e-36th-st/sale_37337130,"1310 E 36th St, Houston, TX 77022",208000,off_market,7/8/17
3062,4314-allen-st/sale_70277407,"4314 Allen St, Houston, TX 77007",260000,off_market,7/8/17
3063,622-e-27th-st/sale_51274434,"622 E 27th St, Houston, TX 77008",339900,off_market,7/8/17
3064,238-e-28/sale_43233534,"238 E 28, Houston, TX 77008",525000,off_market,7/8/17
3065,1117-w-26th/sale_32597498,"1117 W 26th, Houston, TX 77008",469900,off_market,7/8/17
3066,1808-w-25th/sale_10507438,"1808 W 25th, Houston, TX 77008",550000,off_market,7/8/17
3067,1310-e-36th-st/sale_37337130,"1310 E 36th St, Houston, TX 77022",199999,off_market,7/8/17
3068,2944-rusk/sale_12139447,"2944 Rusk, Houston, TX 77003",390000,off_market,7/8/17
3069,1107-w-21st-st-b/sale_49274964,"1107 W 21st St #B, Houston, TX 77008",330000,off_market,7/8/17
3070,1122-w-31st-st/sale_80090664,"1122 W 31st St, Houston, TX 77018",245000,price-reduction,7/8/17
3071,1207-aurora-st/sale_75610391,"1207 Aurora St, Houston, TX 77009",389900,price-reduction,7/8/17
3072,1847-stacy-crs/sale_91232453,"1847 Stacy Crs, Houston, TX 77008",449900,price-reduction,7/8/17
3073,2621-lawrence-st/sale_84007724,"2621 Lawrence St, Houston, TX 77008",349500,price-reduction,7/8/17
3074,315-w-26th-st/sale_77743445,"315 W 26th St, Houston, TX 77008",390000,price-reduction,7/8/17
3075,4433-eigel-st/sale_33969694,"4433 Eigel St, Houston, TX 77007",313000,price-reduction,7/8/17
3076,5209-blossom-st--a/sale_1897041,"5209 Blossom St  A, Houston, TX 77007",365000,price-reduction,7/8/17
3077,5813-washington-ave--a/sale_42170433,"5813 Washington Ave  A, Houston, TX 77007",335000,price-reduction,7/8/17
3078,5932-kiam/sale_64146921,"5932 Kiam, HOUSTON, TX 77007",400000,price-reduction,7/8/17
3079,605-jewett-street/sale_25855847,"605 Jewett Street, Houston, TX 77009",399000,price-reduction,7/8/17
3080,916-fairbanks-st/sale_9808822,"916 Fairbanks St, Houston, TX 77009",450000,price-reduction,7/8/17
3081,1614-hickory-st/sale_56800740,"1614 Hickory St, Houston, TX 77007",179000,None,7/9/17
3082,323-n-everton-st/sale_88469474,"323 N Everton St, Houston, TX 77003",242000,None,7/9/17
3083,3315-home-point-dr/sale_61679179,"3315 Home Point Dr, Houston, TX 77018",280000,None,7/9/17
3084,2112-reinerman-st--b/sale_59580340,"2112 Reinerman St  B, Houston, TX 77007",338900,None,7/9/17
3085,617-nagle/sale_83806291,"617 Nagle, Houston, TX 77003",375000,None,7/9/17
3086,1504-palmer-st/sale_59142422,"1504 Palmer St, Houston, TX 77003",399000,None,7/9/17
3087,2108-couch-st/sale_12587441,"2108 Couch St, houston, TX 77008",419000,None,7/9/17
3088,4113-eigel-st/sale_26744148,"4113 Eigel St, Houston, TX 77007",423000,None,7/9/17
3089,1306-w-25th-st/sale_90001641,"1306 W 25th St, Houston, TX 77008",445000,None,7/9/17
3090,5411-larkin-street/sale_51796402,"5411 Larkin Street, Houston, TX 77007",475000,price-reduction,7/9/17
3091,2114-seamist-ct/sale_98121634,"2114 Seamist Ct, Houston, TX 77008",520000,None,7/9/17
3092,1808--w-25/sale_42918644,"1808  W 25, Houston, TX 77008",529900,None,7/9/17
3093,823-dorothy-st/sale_67285050,"823 Dorothy St, Houston, TX 77007",259900,off_market,7/9/17
3094,1059-w-43rd-st/sale_38334087,"1059 W 43rd St, Houston, TX 77018",335000,off_market,7/9/17
3095,2820-princeton-st/sale_34601364,"2820 Princeton St, Houston, TX 77009",427500,off_market,7/9/17
3096,4113-eigel-st/sale_50396451,"4113 Eigel St, Houston, TX 77007",435000,off_market,7/9/17
3097,822-w-26th-st/sale_50962805,"822 W 26th St, Houston, TX 77008",459900,off_market,7/9/17
3098,4113-eigel-st/sale_50396451,"4113 Eigel St, Houston, TX 77007",429900,off_market,7/9/17
3099,822-w-26th-st/sale_50962805,"822 W 26th St, Houston, TX 77008",457400,off_market,7/9/17
3100,303-e-4th-st/sale_62148123,"303 E 4th St, Houston, TX 77007",495000,off_market,7/9/17
3101,303-e-4th-st/sale_62148123,"303 E 4th St, Houston, TX 77007",485000,off_market,7/9/17
3102,1325-richelieu-ln/sale_75323833,"1325 Richelieu Ln, Houston, TX 77018",389854,off_market,7/9/17
3103,1808-w-25th/sale_42918644,"1808 W 25th, Houston, TX 77008",529900,off_market,7/9/17
3104,1136-dorothy/sale_45196874,"1136 Dorothy, Houston, TX 77008",450000,price-reduction,7/9/17
3105,344-victoria-dr/sale_19394214,"344 Victoria Dr, Houston, TX 77022",325000,price-reduction,7/9/17
3106,5116-gibson/sale_69888414,"5116 Gibson, Houston, TX 77007",349900,price-reduction,7/9/17
3107,405-e-32nd-st/sale_25610514,"405 E 32nd St, Houston, TX 77018",169900,None,7/10/17
3108,1622-chantilly-ln/sale_4949152,"1622 Chantilly Ln, Houston, TX 77018",285000,None,7/10/17
3109,4404-center-st/sale_33366870,"4404 Center St, Houston, TX 77007",329900,None,7/10/17
3110,1120-luzon/sale_77556646,"1120 luzon, Houston, TX 77009",350000,None,7/10/17
3111,5617-kiam-st--a/sale_22147894,"5617 Kiam St  A, Houston, TX 77007",369900,None,7/10/17
3112,2318-radcliffe-st/sale_80602866,"2318 Radcliffe St, Houston, TX 77007",394000,None,7/10/17
3113,419-t-c-jester-boulevard/sale_49948322,"419 T C Jester Boulevard, Houston, TX 77007",425000,None,7/10/17
3114,1209-detering-st/sale_78497295,"1209 Detering St, Houston, TX 77007",425000,None,7/10/17
3115,5408-lacy-st/sale_43874672,"5408 Lacy St, Houston, TX 77007",529900,price-reduction,7/10/17
3116,6533-enid-st/sale_6011864,"6533 Enid St, Houston, TX 77022",242900,off_market,7/10/17
3117,4908-feagan-st/sale_58023644,"4908 Feagan St, Houston, TX 77007",259900,off_market,7/10/17
3118,4408-koehler-st--a/sale_95044006,"4408 Koehler St  A, Houston, TX 77007",319000,off_market,7/10/17
3119,3308-omega/sale_95358614,"3308 Omega, Houston, TX 77022",339000,off_market,7/10/17
3120,5535-darling-st/sale_64303394,"5535 Darling St, Houston, TX 77007",345000,off_market,7/10/17
3121,4505-cornish-st/sale_25242254,"4505 Cornish St, Houston, TX 77007",375000,off_market,7/10/17
3122,834-peddie-st/sale_77696526,"834 Peddie St, Houston, TX 77008",385000,off_market,7/10/17
3123,1406-asbury-st/sale_89206144,"1406 Asbury St, Houston, TX 77007",429000,off_market,7/10/17
3124,353-w-26th-st/sale_52873870,"353 W 26th St, Houston, TX 77008",430000,off_market,7/10/17
3125,1230-24th/sale_53314064,"1230 24th, Houston, TX 77008",449000,off_market,7/10/17
3126,6836-avenue-c/sale_60191541,"6836 Avenue C, Houston, TX 77011",525000,off_market,7/10/17
3127,5408-lacy/sale_43874672,"5408 Lacy, Houston, TX 77007",529900,off_market,7/10/17
3128,4324-oreilly-st/sale_25098438,"4324 O'Reilly St, HOUSTON, TX 77007",549900,off_market,7/10/17
3129,239-cody-st/sale_45967334,"239 Cody St, Houston, TX 77009",369900,off_market,7/10/17
3130,1230-timbergrove/sale_98054851,"1230 Timbergrove, Houston, TX 77008",479000,off_market,7/10/17
3131,1815-ashland-st/sale_86999554,"1815 Ashland St, Houston, TX 77008",499999,off_market,7/10/17
3132,1406-asbury-st/sale_89206144,"1406 Asbury St, Houston, TX 77007",426200,off_market,7/10/17
3133,1766-de-milo-dr/sale_82453524,"1766 De Milo Dr, Houston, TX 77018",520000,off_market,7/10/17
3134,1230-24th/sale_53314064,"1230 24th, Houston, TX 77008",424900,off_market,7/10/17
3135,515-e-28th-st/sale_22378794,"515 E 28th St, Houston, TX 77008",399999,off_market,7/10/17
3136,353-w-26th-st/sale_52873870,"353 W 26th St, Houston, TX 77008",423000,off_market,7/10/17
3137,4408-koehler-st--a/sale_95044006,"4408 Koehler St  A, Houston, TX 77007",299000,off_market,7/10/17
3138,239-cody-st/sale_45967334,"239 Cody St, Houston, TX 77009",359900,off_market,7/10/17
3139,6836-avenue-c/sale_60191541,"6836 Avenue C, Houston, TX 77011",499900,off_market,7/10/17
3140,834-cohn-st/sale_19157340,"834 Cohn St, Houston, TX 77007",329900,off_market,7/10/17
3141,1124-jerome-st/sale_59578211,"1124 Jerome St, Houston, TX 77009",550000,off_market,7/10/17
3142,704-e-24th-st/sale_63654922,"704 E 24th St, Houston, TX 77008",385000,off_market,7/10/17
3143,1637-cortlandt-st/sale_43981845,"1637 Cortlandt St, Houston, TX 77008",425000,off_market,7/10/17
3144,2227-haverhill-dr/sale_3870242,"2227 Haverhill Dr, Houston, TX 77008",415000,off_market,7/10/17
3145,1808--w-25/sale_42918644,"1808  W 25, Houston, TX 77008",529900,off_market,7/10/17
3146,1006-b-enid/sale_95466004,"1006 B Enid, Houston, TX 77009",439578,price-reduction,7/10/17
3147,1320-w-25th-st--c/sale_88108544,"1320 W 25th St  C, Houston, TX 77008",315000,price-reduction,7/10/17
3148,1818-ryon/sale_36427364,"1818 Ryon, Houston, TX 77009",169900,price-reduction,7/10/17
3149,307-e-4th-st/sale_28419965,"307 E 4th St, Houston, TX 77007",485000,price-reduction,7/10/17
3150,321-b-w-26/sale_57270902,"321 B W 26, Houston, TX 77008",374900,price-reduction,7/10/17
3151,5404-rose-st/sale_51951875,"5404 Rose St, Houston, TX 77007",359000,price-reduction,7/10/17
3152,5613-petty-st/sale_30134579,"5613 Petty St, Houston, TX 77007",415000,price-reduction,7/10/17
3153,816-avenue-of-oaks-st/sale_98202803,"816 Avenue Of Oaks St, Houston, TX 77009",467000,price-reduction,7/10/17
3154,110-westfield-st/sale_80320034,"110 Westfield St, Houston, TX 77022",125000,None,7/11/17
3155,1709-gano-st/sale_92970718,"1709 Gano St, Houston, TX 77009",172000,None,7/11/17
3156,741-worthshire-st/sale_42734695,"741 Worthshire St, Houston, TX 77008",199900,price-reduction,7/11/17
3157,1029-adele-st/sale_96595020,"1029 Adele St, Houston, TX 77009",275000,None,7/11/17
3158,1011-green-kensington/sale_49112547,"1011 Green Kensington, Houston, TX 77008",299900,None,7/11/17
3159,1028-green-kensington/sale_92350824,"1028 Green Kensington, Houston, TX 77008",304900,None,7/11/17
3160,1025-green-kensington/sale_25716284,"1025 Green Kensington, Houston, TX 77008",309900,None,7/11/17
3161,1227-cheshire-ln/sale_99772441,"1227 Cheshire Ln, Houston, TX 77018",339000,None,7/11/17
3162,1612-w-13th-st/sale_64340705,"1612 W 13th St, Houston, TX 77008",339995,None,7/11/17
3163,1026-green-kensington/sale_10788560,"1026 Green Kensington, Houston, TX 77008",369900,None,7/11/17
3164,4505-cornish-st/sale_34991211,"4505 Cornish St, Houston, TX 77007",374900,None,7/11/17
3165,1029-green-kensington/sale_13380480,"1029 Green Kensington, Houston, TX 77008",374900,None,7/11/17
3166,1714-ovid-st-a/sale_43104524,"1714 Ovid St #A, Houston, TX 77007",375000,None,7/11/17
3167,19-crestwood-dr-8/sale_80898403,"19 Crestwood Dr #8, HOUSTON, TX 77007",375000,None,7/11/17
3168,1027-green-kensington/sale_79116278,"1027 Green Kensington, Houston, TX 77008",379900,None,7/11/17
3169,1539-malone/sale_27749414,"1539 Malone, Houston, TX 77007",380000,None,7/11/17
3170,1030-green-kensington/sale_65871246,"1030 Green Kensington, Houston, TX 77008",384900,None,7/11/17
3171,1307a-studer-st/sale_22548284,"1307A Studer St, Houston, TX 77007",399999,None,7/11/17
3172,1416-sabine/sale_53731537,"1416 Sabine, Houston, TX 77007",410000,None,7/11/17
3173,5217-blossom-st--b/sale_80180896,"5217 Blossom St  #B, Houston, TX 77007",420000,None,7/11/17
3174,2202-tannehill-dr/sale_18055294,"2202 Tannehill Dr, Houston, TX 77008",429000,None,7/11/17
3175,213-e-27/sale_91111928,"213 E 27, Houston, TX 77008",435000,None,7/11/17
3176,2102-webster/sale_3657104,"2102 Webster, Houston, TX 77003",449000,None,7/11/17
3177,218-payne-st/sale_72001194,"218 Payne St, Houston, TX 77009",449000,None,7/11/17
3178,1043-del-norte/sale_98763365,"1043 Del Norte, Houston, TX 77018",500000,None,7/11/17
3179,5313-gibson-st/sale_74425935,"5313 Gibson St, Houston, TX 77007",520000,None,7/11/17
3180,1250-seamist-dr/sale_35407242,"1250 Seamist Dr, Houston, TX 77008",550000,None,7/11/17
3181,741-e-13th-1_2-st/sale_68033049,"741 E 13th 1/2 St, Houston, TX 77008",559000,None,7/11/17
3182,912-graceland-st/sale_27787824,"912 Graceland St, Houston, TX 77009",287500,off_market,7/11/17
3183,310-s-jensen-drive-1/sale_22877362,"310 S Jensen Drive #1, Houston, TX 77003",294900,off_market,7/11/17
3184,1827-de-milo-dr/sale_15133106,"1827 De Milo Dr, Houston, TX 77018",327900,off_market,7/11/17
3185,1028-green-kensington/sale_38902968,"1028 Green Kensington, Houston, TX 77008",329900,off_market,7/11/17
3186,1025-green-kensington/sale_15936314,"1025 Green Kensington, Houston, TX 77008",329900,off_market,7/11/17
3187,2602-washington-ave--c/sale_45420533,"2602 Washington Ave  C, Houston, TX 77007",364500,off_market,7/11/17
3188,3305-c-jefferson/sale_60677495,"3305 C Jefferson, Houston, TX 77003",365000,off_market,7/11/17
3189,3212-polk-street/sale_90992105,"3212 Polk Street, Houston, TX 77003",369000,off_market,7/11/17
3190,5916-center-st/sale_5630564,"5916 Center St, Houston, TX 77007",372590,off_market,7/11/17
3191,1026-green-kensington/sale_21401833,"1026 Green Kensington, Houston, TX 77008",379900,off_market,7/11/17
3192,1029-green-kensington/sale_90077945,"1029 Green Kensington, Houston, TX 77008",379900,off_market,7/11/17
3193,4640-cornish-st/sale_49986654,"4640 Cornish St, Houston, TX 77007",380000,off_market,7/11/17
3194,1027-green-kensington/sale_30236498,"1027 Green Kensington, Houston, TX 77008",399900,off_market,7/11/17
3195,1307a-studer-st/sale_16254976,"1307A Studer St, Houston, TX 77007",405000,off_market,7/11/17
3196,1030-green-kensington/sale_86332748,"1030 Green Kensington, Houston, TX 77008",409900,off_market,7/11/17
3197,871-wakefield-c/sale_53381009,"871 Wakefield #C, Houston, TX 77018",410000,off_market,7/11/17
3198,1416-sabine/sale_14391093,"1416 Sabine, Houston, TX 77007",420000,off_market,7/11/17
3199,1919-johnson-st/sale_49414724,"1919 Johnson St, Houston, TX 77007",434999,off_market,7/11/17
3200,1615-w-23rd-st/sale_85023084,"1615 W 23rd St, Houston, TX 77008",435000,off_market,7/11/17
3201,1031-curtin-st/sale_75747274,"1031 Curtin St, Houston, TX 77018",465000,off_market,7/11/17
3202,5313-gibson-st/sale_2916408,"5313 Gibson St, Houston, TX 77007",524900,off_market,7/11/17
3203,4206-hain-st/sale_25850405,"4206 Hain St, Houston, TX 77009",320000,off_market,7/11/17
3204,2211-bastrop-st/sale_98359517,"2211 Bastrop St, Houston, TX 77003",320000,off_market,7/11/17
3205,1307a-studer-st/sale_16254976,"1307A Studer St, Houston, TX 77007",399999,off_market,7/11/17
3206,2602-washington-ave--c/sale_45420533,"2602 Washington Ave  C, Houston, TX 77007",354500,off_market,7/11/17
3207,1827-de-milo-dr/sale_15133106,"1827 De Milo Dr, Houston, TX 77018",324900,off_market,7/11/17
3208,871-wakefield-c/sale_53381009,"871 Wakefield #C, Houston, TX 77018",399500,off_market,7/11/17
3209,5336-darling-st--b/sale_83733246,"5336 Darling St  B, Houston, TX 77007",365000,off_market,7/11/17
3210,1818-dart-st/sale_90722430,"1818 Dart St, Houston, TX 77007",499000,off_market,7/11/17
3211,108-n-hutcheson/sale_76427791,"108 N Hutcheson, Houston, TX 77003",289900,off_market,7/11/17
3212,1222-w-17th-st--e/sale_54530479,"1222 W 17th St  E, Houston, TX 77008",322500,off_market,7/11/17
3213,1416-sabine/sale_14391093,"1416 Sabine, Houston, TX 77007",410000,off_market,7/11/17
3214,5614-darling-st-c/sale_69163516,"5614 Darling St #C, Houston, TX 77007",459000,off_market,7/11/17
3215,5916-center-st/sale_5630564,"5916 Center St, Houston, TX 77007",369900,off_market,7/11/17
3216,1031-curtin-st/sale_75747274,"1031 Curtin St, Houston, TX 77018",435000,off_market,7/11/17
3217,5313-gibson-st/sale_2916408,"5313 Gibson St, Houston, TX 77007",520000,off_market,7/11/17
3218,2110-brooktree-dr/sale_5878334,"2110 Brooktree Dr, Houston, TX 77008",548000,off_market,7/11/17
3219,3947-gibson-street/sale_98774929,"3947 Gibson Street, Houston, TX 77007",449900,off_market,7/11/17
3220,5732-petty-st--a/sale_16987593,"5732 Petty St  A, Houston, TX 77007",500000,off_market,7/11/17
3221,4206-hain-st/sale_25850405,"4206 Hain St, Houston, TX 77009",299000,off_market,7/11/17
3222,2017-lazybrook-dr/sale_91427208,"2017 Lazybrook Dr, Houston, TX 77008",399900,off_market,7/11/17
3223,607-archer-st/sale_36937738,"607 Archer St, Houston, TX 77009",260000,off_market,7/11/17
3224,802-w-heights-hollow-ln/sale_97413299,"802 W Heights Hollow Ln, Houston, TX 77007",269900,off_market,7/11/17
3225,3212-polk-street/sale_90992105,"3212 Polk Street, Houston, TX 77003",359000,off_market,7/11/17
3226,4640-cornish-st/sale_49986654,"4640 Cornish St, Houston, TX 77007",370000,off_market,7/11/17
3227,7-latham-st/sale_4949746,"7 Latham St, Houston, TX 77011",259000,off_market,7/11/17
3228,3315-home-point-dr/sale_61679179,"3315 Home Point Dr, Houston, TX 77018",280000,off_market,7/11/17
3229,1148-w-25th-st-h/sale_58914168,"1148 W 25th St. H, Houston, TX 77008",340000,price-reduction,7/11/17
3230,1221-kinley-ln/sale_43492045,"1221 Kinley Ln, Houston, TX 77018",346000,price-reduction,7/11/17
3231,1242-lehman-st/sale_84765313,"1242 Lehman St, Houston, TX 77018",409900,price-reduction,7/11/17
3232,1726-stonecrest-dr/sale_22972746,"1726 Stonecrest Dr, Houston, TX 77018",470000,price-reduction,7/11/17
3233,4822-ella-blv/sale_76413364,"4822 Ella Blv, Houston, TX 77018",299900,price-reduction,7/11/17
3234,5342-darling-st--a/sale_60916476,"5342 Darling St  A, Houston, TX 77007",359900,price-reduction,7/11/17
3235,713-usener-st/sale_71354644,"713 Usener St, Houston, TX 77009",435000,price-reduction,7/11/17
3236,153-tidwell-rd/sale_71837084,"153 Tidwell Rd, Houston, TX 77022",170000,None,7/12/17
3237,3417-engelke-st/sale_28531402,"3417 Engelke St, Houston, TX 77003",199900,None,7/12/17
3238,1880-white-oak-dr-109/sale_69890238,"1880 White Oak Dr #109, Houston, TX 77009",205999,None,7/12/17
3239,127-n-sidney-st/sale_61158356,"127 N Sidney St, Houston, TX 77003",220000,None,7/12/17
3240,4209-elysian/sale_74491468,"4209 Elysian, Houston, TX 77009",298000,None,7/12/17
3241,2612-bevis-st/sale_75504004,"2612 Bevis St, Houston, TX 77008",309900,None,7/12/17
3242,5004-terry/sale_33369562,"5004 terry, Houston, TX 77009",315000,None,7/12/17
3243,844-e29th/sale_39069109,"844 E.29th, Houston, TX 77009",339000,None,7/12/17
3244,1907-brimberry-st/sale_41184142,"1907 Brimberry St, Houston, TX 77018",355000,None,7/12/17
3245,1050-w-15th-1_2-st/sale_11469734,"1050 W 15th 1/2 St, Houston, TX 77008",359900,None,7/12/17
3246,1209-hobbs-reach-ln/sale_43274418,"1209 Hobbs Reach Ln, Houston, TX 77008",378900,None,7/12/17
3247,2206-wakefield-dr/sale_77233642,"2206 Wakefield Dr, Houston, TX 77018",379888,None,7/12/17
3248,1504-beall-st/sale_91031740,"1504 Beall St, Houston, TX 77008",379900,None,7/12/17
3249,2702-freund-street/sale_55490543,"2702 Freund Street, HOUSTON, TX 77003",384900,None,7/12/17
3250,5656-darling-st/sale_1048243,"5656 Darling St, Houston, TX 77007",388000,None,7/12/17
3251,5210-gibson-st--b/sale_57842474,"5210 Gibson St  B, Houston, TX 77007",395000,None,7/12/17
3252,4217-rose-st-c/sale_49315654,"4217 Rose St #C, Houston, TX 77007",415000,None,7/12/17
3253,906-reinerman-st/sale_73054928,"906 Reinerman St, HOUSTON, TX 77007",415900,None,7/12/17
3254,1404-spring-st/sale_15338057,"1404 Spring St, Houston, TX 77007",420000,None,7/12/17
3255,1427-w-22nd/sale_72458051,"1427 W. 22nd, HOUSTON, TX 77008",444500,None,7/12/17
3256,219-h-w-27th-street/sale_86252034,"219 H W 27th Street, Houston, TX 77008",449999,None,7/12/17
3257,612-gale-st/sale_53335445,"612 Gale St, Houston, TX 77009",470000,None,7/12/17
3258,908-hutchins-st/sale_15318883,"908 Hutchins St, Houston, TX 77003",479000,None,7/12/17
3259,1123-e-16th-st/sale_81232949,"1123 E 16th St, Houston, TX 77009",505000,None,7/12/17
3260,411d-w-17th-st/sale_5361764,"411D W 17th St, Houston, TX 77008",525000,None,7/12/17
3261,233-e-28/sale_13374242,"233 E 28, Houston, TX 77008",550000,None,7/12/17
3262,4246-t-c-jester-boulevard/sale_70124480,"4246 T C Jester Boulevard, Houston, TX 77018",280000,off_market,7/12/17
3263,1618-w-13th-st/sale_86230435,"1618 W 13th St, Houston, TX 77008",334000,off_market,7/12/17
3264,1388-studer-st/sale_68075468,"1388 Studer St, Houston, TX 77007",347000,off_market,7/12/17
3265,5004-terry-st/sale_42994649,"5004 Terry St, Houston, TX 77009",350000,off_market,7/12/17
3266,127-payne-st/sale_58904541,"127 Payne St, Houston, TX 77009",379000,off_market,7/12/17
3267,1150-w-22nd-st-unit-h/sale_38948434,"1150 W 22nd St Unit H, Houston, TX 77008",395000,off_market,7/12/17
3268,1119-worthshire/sale_80318469,"1119 Worthshire, Housotn, TX 77008",398000,off_market,7/12/17
3269,844-e-29th/sale_70205419,"844 E 29th, Houston, TX 77009",405000,off_market,7/12/17
3270,3516-napavine-lane/sale_71609450,"3516 Napavine Lane, Houston, TX 77008",420000,off_market,7/12/17
3271,1031-w-21st-st-d/sale_33366409,"1031 W 21st ST D, Houston, TX 77008",439000,off_market,7/12/17
3272,236-detering-st/sale_58253550,"236 Detering St, Houston, TX 77007",440000,off_market,7/12/17
3273,1312-alexander-st/sale_69769049,"1312 Alexander St, Houston, TX 77008",549995,off_market,7/12/17
3274,1209-hobbs-reach-lane/sale_6434844,"1209 Hobbs Reach Lane, Houston, TX 77008",378900,off_market,7/12/17
