,Unnamed: 0,Page_Link,Page_Address,Price,Price_Change,Sys_Date,flood_plain_type
7176,7176,http://www.har.com/932-knox-st/sale_94885452,"932 Knox St, Houston, TX 77007",399999,None,09/21/2017,none
7178,7178,http://www.har.com/1716-dart-st/sale_6933541,"1716 Dart St, Houston, TX 77007",425000,None,09/21/2017,none
7179,7179,http://www.har.com/7804-a-janak-dr/sale_59810943,"7804 A Janak Dr, Houston, TX 77055",444900,None,09/21/2017,none
7180,7180,http://www.har.com/4394-varsity-ln/sale_79623188,"4394 Varsity Ln, Houston, TX 77004",449550,None,09/21/2017,500 year
7181,7181,http://www.har.com/1307-w-25th-st--a/sale_76895960,"1307 W 25th St  A, Houston, TX 77008",460000,None,09/21/2017,100 year
7183,7183,http://www.har.com/814-w-43rd-st/sale_47435994,"814 W 43rd St, Houston, TX 77018",530000,None,09/21/2017,none
7205,7205,http://www.har.com/1311-isabella-st/sale_77007894,"1311 Isabella St, Houston, TX 77004",379999,off_market,09/21/2017,none
7208,7208,http://www.har.com/5511-cheshire-ln/sale_51919074,"5511 cheshire ln, Houston, TX 77092",374900,off_market,09/21/2017,100 year
7215,7215,http://www.har.com/4918-w-43rd-st/sale_98977084,"4918 W 43rd St, Houston, TX 77092",379900,price-reduction,09/21/2017,none
7217,7217,http://www.har.com/5714-delange/sale_90611443,"5714 DeLange, Houston, TX 77092",249000,price-reduction,09/21/2017,none
7220,7220,http://www.har.com/3515-canfield-st--b/sale_44519301,"3515 Canfield St  B, Houston, TX 77004",150000,None,09/22/2017,none
7221,7221,http://www.har.com/11619-shoshone-rd/sale_15078504,"11619 Shoshone Rd, Houston, TX 77055",189900,None,09/22/2017,none
7222,7222,http://www.har.com/7047-avenue-e-houston/sale_72077348,"7047 Avenue E Houston, Houston, TX 77011",210000,None,09/22/2017,none
7223,7223,http://www.har.com/4418-verdome/sale_97485247,"4418 Verdome, Houston, TX 77092",229000,None,09/22/2017,none
7227,7227,http://www.har.com/4605-sharman-st/sale_74404204,"4605 Sharman St, Houston, TX 77009",276000,None,09/22/2017,none
7228,7228,http://www.har.com/6930-amber-st/sale_81970844,"6930 Amber St, Houston, TX 77022",289800,None,09/22/2017,none
7229,7229,http://www.har.com/2606-roy-cir/sale_81968073,"2606 Roy Cir, Houston, TX 77007",295000,None,09/22/2017,none
7230,7230,http://www.har.com/1615-a-milby/sale_25730606,"1615 A Milby, Houston, TX 77003",309000,None,09/22/2017,none
7231,7231,http://www.har.com/1432-w-24th-st/sale_68899454,"1432 W 24th St, Houston, TX 77008",319000,None,09/22/2017,100 year
7238,7238,http://www.har.com/5540-s-nolda-st/sale_64641793,"5540 S Nolda St, Houston, TX 77007",370000,None,09/22/2017,none
7239,7239,http://www.har.com/1357-studer-st/sale_54688534,"1357 Studer St, Houston, TX 77007",374990,None,09/22/2017,none
6598,6598,http://www.har.com/5502-cheshire-ln/sale_20064154,"5502 Cheshire Ln, Houston, TX 77092",320000,None,09/10/2017,100 year
6609,6609,http://www.har.com/904-james-st/sale_95003543,"904 James St, Houston, TX 77009",146000,off_market,09/10/2017,none
6615,6615,http://www.har.com/1703-terry-st/sale_30691651,"1703 Terry St, Houston, TX 77009",225000,None,09/11/2017,none
6621,6621,http://www.har.com/2610-roy-cir/sale_99458054,"2610 Roy Cir, Houston, TX 77007",340000,None,09/11/2017,none
6627,6627,http://www.har.com/1520-bevis-st/sale_63542464,"1520 Bevis St, Houston, TX 77008",388500,None,09/11/2017,none
6637,6637,http://www.har.com/4117-chartres-st/sale_15022844,"4117 Chartres St, Houston, TX 77004",526200,None,09/11/2017,none
6638,6638,http://www.har.com/2007-eagle-st/sale_56099764,"2007 Eagle St, Houston, TX 77004",530600,None,09/11/2017,none
6668,6668,http://www.har.com/5222-verdome-ln/sale_89282031,"5222 Verdome Ln, Houston, TX 77092",339000,off_market,09/11/2017,none
6684,6684,http://www.har.com/416-drennan-st/sale_18884297,"416 Drennan St, HOUSTON, TX 77003",289900,None,09/12/2017,none
6696,6696,http://www.har.com/434-north-live-oak-street/sale_33087864,"434 North Live Oak Street, Houston, TX 77003",367290,None,09/12/2017,none
6769,6769,http://www.har.com/226-sydnor-st/sale_95623024,"226 Sydnor St, Houston, TX 77020",225000,None,09/13/2017,none
6770,6770,http://www.har.com/311-bayou-st/sale_17650779,"311 Bayou St, Houston, TX 77020",250000,None,09/13/2017,none
6845,6845,http://www.har.com/1547-sue-barnett-dr/sale_92638364,"1547 Sue Barnett Dr, Houston, TX 77018",479854,None,09/14/2017,none
6937,6937,http://www.har.com/1314-e-34th-st/sale_70465376,"1314 E 34th St, Houston, TX 77022",219900,off_market,09/15/2017,100 year
6954,6954,http://www.har.com/5302-saxon/sale_18725759,"5302 Saxon, Houston, TX 77092",500000,price-reduction,09/16/2017,500 year
6969,6969,http://www.har.com/1145-w-18th-street/sale_23513766,"1145 W 18th Street, Houston, TX 77008",399900,off_market,09/16/2017,100 year
7036,7036,http://www.har.com/1805-ashland-st/sale_78582245,"1805 Ashland St, Houston, TX 77008",523000,off_market,09/18/2017,none
7040,7040,http://www.har.com/1825-wichita-st/sale_85846430,"1825 Wichita St, Houston, TX 77004",425000,price-reduction,09/18/2017,none
7070,7070,http://www.har.com/5514-petty-st--a/sale_62180076,"5514 Petty St  A, Houston, TX 77007",469000,None,09/19/2017,500 year
7072,7072,http://www.har.com/5516-petty--c/sale_76660536,"5516 Petty  C, Houston, TX 77007",469000,None,09/19/2017,500 year
7073,7073,http://www.har.com/5516-petty--a/sale_49115741,"5516 Petty  A, Houston, TX 77007",469000,None,09/19/2017,500 year
7099,7099,http://www.har.com/1254-sampson-st/sale_47647388,"1254 Sampson St, Houston, TX 77003",274900,price-reduction,09/19/2017,none
7106,7106,http://www.har.com/820-w-18th-st/sale_57932325,"820 W 18th St, Houston, TX 77008",499900,price-reduction,09/19/2017,500 year
7114,7114,http://www.har.com/4510-viking-dr/sale_79799628,"4510 Viking Dr, Houston, TX 77092",330000,None,09/20/2017,none
7117,7117,http://www.har.com/5452-crooms-st/sale_24429433,"5452 Crooms St, Houston, TX 77007",399000,None,09/20/2017,none
7152,7152,http://www.har.com/1614-w-25th-st/sale_13051845,"1614 W 25th St, Houston, TX 77008",334000,price-reduction,09/20/2017,100 year
7166,7166,http://www.har.com/939-colorado-st-2/sale_48064627,"939 Colorado St #2, Houston, TX 77007",325000,None,09/21/2017,none
7168,7168,http://www.har.com/1611-nagle-st/sale_73195196,"1611 Nagle St, Houston, TX 77003",354500,None,09/21/2017,none
7182,7182,http://www.har.com/1241-w-21st-st/sale_90818804,"1241 W 21st St, Houston, TX 77008",464000,None,09/21/2017,100 year
7206,7206,http://www.har.com/1243-richelieu-ln/sale_26516469,"1243 Richelieu Ln, Houston, TX 77018",319000,off_market,09/21/2017,none
7207,7207,http://www.har.com/1123-malone-st/sale_93570060,"1123 Malone St, Houston, TX 77007",369783,off_market,09/21/2017,none
7224,7224,http://www.har.com/2910-barbee-st/sale_45563606,"2910 Barbee St, Houston, TX 77004",264990,None,09/22/2017,none
7234,7234,http://www.har.com/209-burr-street--c/sale_18047997,"209 Burr Street  C, Houston, TX 77011",359900,None,09/22/2017,none
7235,7235,http://www.har.com/5721-kiam-st--b/sale_72345663,"5721 Kiam St  B, Houston, TX 77007",365000,None,09/22/2017,500 year
7241,7241,http://www.har.com/1721-woodcrest-dr/sale_93300561,"1721 Woodcrest Dr, Houston, TX 77018",385000,None,09/22/2017,none
7242,7242,http://www.har.com/209-burr-street--b/sale_14245843,"209 Burr Street  B, Houston, TX 77011",388150,None,09/22/2017,none
7243,7243,http://www.har.com/209-burr-street--d/sale_90008714,"209 Burr Street  D, Houston, TX 77011",388150,None,09/22/2017,none
7244,7244,http://www.har.com/1215-wrightwood/sale_7168484,"1215 Wrightwood, Houston, TX 77009",388700,None,09/22/2017,floodway
7245,7245,http://www.har.com/934-bethlehem-st/sale_47584970,"934 Bethlehem St, Houston, TX 77018",389900,None,09/22/2017,none
7246,7246,http://www.har.com/209-a-burr-street/sale_23249285,"209 A Burr Street, Houston, TX 77011",393565,None,09/22/2017,none
7247,7247,http://www.har.com/6142-queenswood-ln/sale_29474548,"6142 Queenswood Ln, Houston, TX 77008",395000,None,09/22/2017,floodway
7248,7248,http://www.har.com/2010-beall-st/sale_27429741,"2010 Beall St, Houston, TX 77008",399000,None,09/22/2017,floodway
7249,7249,http://www.har.com/419-t-c-jester/sale_49948322,"419 T C Jester, Houston, TX 77007",399990,"<img src=""https://content.harstatic.com/resources/images/icons/price-reduction",09/22/2017,none
7252,7252,http://www.har.com/209-f-burr-street/sale_38814106,"209 F Burr Street, Houston, TX 77011",411913,None,09/22/2017,none
7253,7253,http://www.har.com/2211-chenevert-st--d/sale_23489554,"2211 Chenevert St  D, Houston, TX 77003",420000,None,09/22/2017,none
7254,7254,http://www.har.com/4203-spencer-st/sale_69248941,"4203 Spencer St, Houston, TX 77007",449990,None,09/22/2017,none
7255,7255,http://www.har.com/845b-w-24/sale_28577028,"845b W 24, Houston, TX 77008",489000,None,09/22/2017,none
7256,7256,http://www.har.com/845a-w-24/sale_92417844,"845a W 24, Houston, TX 77008",489000,None,09/22/2017,none
7257,7257,http://www.har.com/1766-de-milo-dr/sale_30027768,"1766 De Milo Dr, Houston, TX 77018",495000,None,09/22/2017,none
7258,7258,http://www.har.com/6526-lindyann-ln/sale_11462874,"6526 Lindyann Ln, Houston, TX 77008",499500,None,09/22/2017,none
7259,7259,http://www.har.com/5226-lillian/sale_99490605,"5226 Lillian, houston, TX 77007",519000,None,09/22/2017,none
7260,7260,http://www.har.com/1108-studer-st/sale_52935574,"1108 Studer St, Houston, TX 77007",550000,"<img src=""https://content.harstatic.com/resources/images/icons/price-reduction",09/22/2017,none
7282,7282,http://www.har.com/1731-knightwick-dr/sale_98621942,"1731 Knightwick Dr, Houston, TX 77008",275000,off_market,09/22/2017,none
7283,7283,http://www.har.com/2420-maufferd/sale_66183351,"2420 Maufferd, Houston, TX 77009",459500,off_market,09/22/2017,none
7284,7284,http://www.har.com/1123-thornton-rd/sale_55280644,"1123 Thornton Rd, Houston, TX 77018",425000,off_market,09/22/2017,none
7288,7288,http://www.har.com/834-w-22nd-st/sale_27826205,"834 W 22nd St, Houston, TX 77008",459900,off_market,09/22/2017,none
7289,7289,http://www.har.com/1608-tabor/sale_62036498,"1608 Tabor, Houston, TX 77009",459900,off_market,09/22/2017,none
7290,7290,http://www.har.com/1705-summer-street/sale_63725097,"1705 Summer Street, Houston, TX 77007",500000,off_market,09/22/2017,none
7297,7297,http://www.har.com/2382-bastrop-st/sale_20299421,"2382 Bastrop St, Houston, TX 77004",347500,price-reduction,09/22/2017,none
7304,7304,http://www.har.com/621-nagle/sale_14779027,"621 Nagle, Houston, TX 77003",555000,price-increase,09/22/2017,none
