,lot_size,Area_Median_Appraised_Value,walk_score,transit_score,bike_score,downtown_dist,grocery_store_count,school_distinction_count,school_index4_count,total_crimes,flood_plain_yes,property_type_sf,property_type_th,maintenance_fee_annual,year_built,tax_rate,building_sqft_clean,stories,hoa_mandatory_yes,ext_wood,ext_synth,ext_stucco,ext_vinyl,ext_brick,ext_asbes,ext_veneer,ext_stone,ext_aluminum,style_geor,style_span,style_medi,style_vict,style_cont,style_french,style_col,style_eng,style_ranch,fnd_blocks,fnd_stilts,fnd_builders,fnd_beam,fnd_pier,backyard_yes,outside_spa,fully_fenced_yes,patiodeck_yes,balcony_yes,private_pool_yes,roof_tile_slate,garage_apt_yes,auto_garage_door_opener,garage_attached,garage_spots,access_gate,double_driveway,bedrooms,bathroom_full,1st Bed_sqft,2nd Bed_sqft,3rd Bed_sqft,Dining_sqft,Kitchen_sqft,Living_sqft,utility_room_in_house,study_room_yes,guest_room_yes,game_room_yes,formal_room_yes,disposal_yes,dishwasher_yes,zoned_cooling_yes,central_cooling_no,zoned_heating_yes,tankless_water_heater,hot_tub_yes,alarm_system_yes,wet_bar_yes,elevator_yes,refrigerator_yes,high_ceilings_yes,fireplace_yes,ctop_quartz,ctop_stone,ctop_marble,ctop_tile,ctop_formica,ctop_laminate,floor_wood,floor_concrete,floor_slate,floor_brick,floor_laminate,floor_marble,floor_stone,floor_carpet,floor_terrazo,floor_vinyl,master_bath_yes,master_double_sinks,master_tub_shower,master_tub_whirlpool,microwave_yes,oven_electric_yes,gas_range_yes,insulated_yes,barrier_yes,thermostat_yes,hvac_yes,turbine_vent_yes,any_oven_yes,any_range_yes,rooftop_access_yes,End_Price,Market Area
1247,4041.0,,61.0,52.0,65.0,2.9431484332832363,10.0,,,827.8333333333333,0.0,1,0,0.0,2017.0,2.52856,2022.0,2.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,3.0,2.0,165.0,90.0,110.0,78.0,,195.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,269900,Northside
1248,5000.0,105894.0,73.0,69.0,80.0,1.925301914776766,1.0,2.0,3.0,358.16666666666663,0.0,1,0,0.0,1924.0,2.67856,1463.0,1.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,1.0,0.0,3.0,2.0,144.0,110.0,196.0,156.0,156.0,144.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,319900,East End Revitalized
1249,9750.0,99207.0,47.0,54.0,50.0,3.9811296881031915,5.0,,,1018.1666666666666,0.0,1,0,0.0,1951.0,,1480.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,1.0,0.0,4.0,2.0,180.0,156.0,144.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,279900,Northwest Houston
1250,1120.0,406929.0,64.0,41.0,65.0,4.448797310392608,1.0,1.0,3.0,597.6666666666667,0.0,1,0,25.0,1938.0,2.52856,1176.0,1.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,3.0,2.0,154.0,132.0,132.0,120.0,,140.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,429000,Garden Oaks
1251,1489.0,,,,,,7.0,,,1200.8333333333335,0.0,1,0,0.0,2011.0,2.52856,2568.0,4.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,3.0,3.0,255.0,154.0,132.0,252.0,182.0,315.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,549900,Rice Military/Washington Corridor
1252,1982.0,,,,,,7.0,1.0,3.0,1200.8333333333335,0.0,0,1,0.0,2005.0,2.52856,1868.0,3.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,3.0,3.0,252.0,143.0,143.0,,132.0,380.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,354000,Rice Military/Washington Corridor
1253,1982.0,,,,,,7.0,1.0,3.0,1200.8333333333335,0.0,0,1,0.0,2005.0,2.52856,1868.0,3.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,3.0,3.0,252.0,143.0,143.0,,132.0,380.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,385000,Rice Military/Washington Corridor
1254,5198.0,445000.0,83.0,46.0,62.0,2.288270956959704,7.0,2.0,6.0,1200.8333333333335,0.0,1,0,0.0,1920.0,2.57065,1146.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,1.0,0.0,2.0,1.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,260000,Rice Military/Washington Corridor
1255,3351.0,,65.0,57.0,60.0,2.3475726741544896,10.0,,3.0,827.8333333333333,0.0,1,0,0.0,2013.0,2.52856,1572.0,2.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,3.0,2.0,196.0,144.0,144.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,249900,Northside
1256,7200.0,297378.0,46.0,39.0,52.0,6.164022847936312,1.0,,,597.6666666666667,0.0,1,0,0.0,1948.0,2.52856,1995.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,3.0,2.0,306.0,132.0,110.0,210.0,77.0,240.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,539000,Oak Forest East Area
1257,7200.0,297378.0,46.0,39.0,52.0,6.164022847936312,1.0,,,597.6666666666667,0.0,1,0,0.0,1948.0,2.52856,1995.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,3.0,2.0,306.0,132.0,110.0,210.0,77.0,240.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,525000,Oak Forest East Area
1258,3531.0,,61.0,52.0,65.0,2.9431484332832363,10.0,,,827.8333333333333,0.0,1,0,0.0,2017.0,2.52856,1681.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,3.0,2.0,165.0,121.0,132.0,165.0,,210.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,239900,Northside
1259,7200.0,181800.0,40.0,35.0,59.0,7.415730804565814,1.0,2.0,3.0,984.3333333333335,1.0,1,0,0.0,1958.0,2.52856,1116.0,1.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,3.0,2.0,154.0,100.0,120.0,100.0,117.0,204.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,289900,Oak Forest West Area
1260,2392.0,149627.0,81.0,46.0,62.0,2.288270956959704,7.0,1.0,3.0,1200.8333333333335,0.0,1,0,0.0,1920.0,2.52856,510.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,1.0,0.0,1.0,1.0,144.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139000,Rice Military/Washington Corridor
1261,2392.0,149627.0,83.0,46.0,62.0,2.288270956959704,7.0,1.0,3.0,1200.8333333333335,0.0,1,0,0.0,1920.0,2.5352,510.0,1.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,1.0,0.0,2.0,1.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,145000,Rice Military/Washington Corridor
1262,7080.0,244025.0,71.0,46.0,59.0,1.5501521724641152,7.0,1.0,3.0,1200.8333333333335,0.0,1,0,0.0,1933.0,2.53516,2210.0,2.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,1.0,0.0,2.0,3.0,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,495000,Rice Military/Washington Corridor
1263,1750.0,320003.0,,,,,7.0,1.0,3.0,1200.8333333333335,0.0,0,1,0.0,2005.0,2.52856,1756.0,3.0,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,3.0,3.0,154.0,120.0,110.0,238.0,126.0,154.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,309988,Rice Military/Washington Corridor
1264,2500.0,445000.0,,,,,7.0,1.0,3.0,1200.8333333333335,0.0,1,0,0.0,2006.0,,2475.0,3.0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,3.0,3.0,288.0,156.0,234.0,225.0,225.0,380.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,549900,Rice Military/Washington Corridor
1265,2370.0,,,,,,7.0,1.0,3.0,1200.8333333333335,0.0,0,1,0.0,2001.0,2.52856,2236.0,3.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,3.0,3.0,306.0,165.0,143.0,288.0,304.0,324.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,559900,Rice Military/Washington Corridor
1266,7200.0,245672.0,35.0,60.0,72.0,3.40391632946689,5.0,,2.0,1098.333333333333,0.0,1,0,0.0,1948.0,2.67396,3316.0,2.0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,5.0,3.0,240.0,306.0,152.0,196.0,224.0,418.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,449000,University Area
1267,2275.0,,72.0,46.0,75.0,1.977855259016904,7.0,1.0,3.0,1200.8333333333335,0.0,1,0,0.0,2006.0,2.52856,2608.0,3.0,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,0.0,3.0,3.0,238.0,132.0,143.0,110.0,216.0,320.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,474900,Rice Military/Washington Corridor
1268,1710.0,76530.0,59.0,57.0,56.0,4.75107929410856,5.0,3.0,3.0,1018.1666666666666,0.0,1,0,0.0,1930.0,2.52856,2828.0,1.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,,1.0,1.0,3.0,2.0,195.0,156.0,1320.0,169.0,132.0,210.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,295000,Northwest Houston
1269,1350.0,297375.0,49.0,43.0,50.0,6.098774763454866,1.0,6.0,6.0,984.3333333333335,0.0,1,0,0.0,1950.0,2.52856,1446.0,1.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,3.0,2.0,143.0,130.0,156.0,130.0,198.0,240.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,329000,Oak Forest West Area
1270,7200.0,181800.0,44.0,39.0,51.0,7.678842103803776,1.0,4.0,6.0,984.3333333333335,1.0,1,0,0.0,1955.0,2.52856,1244.0,1.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,3.0,1.0,140.0,140.0,100.0,112.0,140.0,260.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,194000,Oak Forest West Area
1271,7875.0,375280.0,26.0,35.0,54.0,7.1683688913180506,1.0,3.0,3.0,597.6666666666667,1.0,1,0,0.0,1960.0,2.52856,2262.0,1.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,4.0,3.0,192.0,165.0,121.0,121.0,176.0,192.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,549000,Oak Forest East Area
1272,1725.0,315720.0,71.0,46.0,59.0,1.5501521724641152,7.0,,,1200.8333333333335,0.0,0,1,1320.0,2004.0,2.53516,2107.0,3.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,3.0,2.0,285.0,132.0,110.0,165.0,165.0,198.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,329900,Rice Military/Washington Corridor
1273,,,,,,,5.0,4.0,4.0,1098.333333333333,0.0,0,1,250.0,2008.0,,2069.0,2.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,3.0,3.0,273.0,225.0,156.0,170.0,,51.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,359900,Rice/Museum District
1274,5000.0,149627.0,82.0,42.0,65.0,2.868137783275542,7.0,,,1200.8333333333335,0.0,1,0,0.0,1920.0,2.52856,1232.0,1.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,1.0,0.0,3.0,1.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,280000,Rice Military/Washington Corridor
1275,5000.0,149627.0,82.0,42.0,65.0,2.868137783275542,7.0,1.0,3.0,1200.8333333333335,0.0,1,0,0.0,1920.0,2.52856,1232.0,1.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,1.0,0.0,3.0,1.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,280000,Rice Military/Washington Corridor
1276,1658.0,320003.0,,,,,7.0,1.0,3.0,1200.8333333333335,0.0,0,1,0.0,2005.0,2.52856,2032.0,3.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,3.0,2.0,130.0,126.0,195.0,143.0,,238.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,299000,Rice Military/Washington Corridor
1277,1440.0,,,,,,7.0,1.0,3.0,1200.8333333333335,0.0,0,1,0.0,2000.0,2.52856,2195.0,3.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,3.0,3.0,260.0,168.0,143.0,96.0,126.0,361.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,414900,Rice Military/Washington Corridor
1278,1588.0,,,,,,7.0,,,1200.8333333333335,0.0,0,1,0.0,2000.0,2.53516,2064.0,3.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,3.0,3.0,192.0,168.0,132.0,170.0,90.0,228.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,359950,Rice Military/Washington Corridor
1279,1588.0,,,,,,7.0,,,1200.8333333333335,0.0,0,1,0.0,2000.0,2.53516,2064.0,3.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,3.0,3.0,192.0,168.0,132.0,170.0,90.0,228.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,369000,Rice Military/Washington Corridor
1280,1972.0,,,,,,7.0,,,1200.8333333333335,0.0,0,1,0.0,2000.0,2.53516,2156.0,3.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,3.0,3.0,260.0,168.0,143.0,,126.0,361.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,397000,Rice Military/Washington Corridor
